entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Impressions,Avg. Pos.,Avg. Cost per Click,Clicks
mkt_456,Google - US,paris air ticket,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,67,1.63,$2.87 ,9
mkt_457,Overture - Global,cheap fare to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.69 ,559,2.33,$0.92 ,29
mkt_459,Google - Global,tour de france travel,Broad,Air France Global Campaign,Tour de France,uncategorized,,Unavailable,$6.25 ,41,1.07,$2.40 ,1
mkt_460,Google - US,italy plane tickets,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,6,1,$4.91 ,2
mkt_461,Overture - US,airline ticket to spain,Advanced,Unassigned,Unassigned,spain,Position 5-10 Bid Strategy,Paused,$0.23 ,522,3.89,$1.09 ,35
mkt_462,Overture - US,cheap european airfare,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Paused,$0.31 ,"1,019",1.76,$0.64 ,33
mkt_464,Google - US,italy airport,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,355,1.53,$1.54 ,5
mkt_465,Google - US,airfrance airline,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Live,$0.29 ,712,1.31,$0.53 ,95
mkt_466,Google - US,france cheap tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,870,1.55,$3.11 ,100
mkt_467,Google - Global,air france flights to paris,Broad,Air France Brand & French Destinations,Paris Branded,uncategorized,,Unavailable,$5.00 ,7,1,$1.78 ,4
mkt_468,Google - US,flights to milan,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,993",1.73,$1.80 ,163
mkt_469,Google - US,germany cheap flight,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,218,2.04,$1.69 ,28
mkt_470,Yahoo - US,florence flight,Advanced,Geo Targeted Houston,Houston to Florence Sale,uncategorized,,Live,$6.25 ,157,1,$1.54 ,1
mkt_471,Google - Global,bordeaux cheap tickets,Broad,Air France Global Campaign,Bordeaux,bordeaux,Position 1- 3,Unavailable,$3.75 ,24,1.46,$1.45 ,3
mkt_472,Google - US,england ticket,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,37,2.41,$0.44 ,1
mkt_473,Overture - US,flight to berlin,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Paused,$1.58 ,"9,378",1,$1.33 ,328
mkt_474,Yahoo - US,airfrance deal,Advanced,Air France Branded,Air France Brand,uncategorized,,Live,$6.25 ,649,1.06,$0.83 ,5
mkt_475,Overture - Global,air travel france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.64 ,"5,915",1.73,$0.89 ,23
mkt_476,Overture - US,athens greece airfare,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Paused,$0.53 ,237,2.44,$0.57 ,17
mkt_477,Overture - US,paris vacation,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$1.89 ,"35,045",2.02,$2.09 ,263
mkt_478,Google - US,flight to barcelona,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,427",5.23,$0.90 ,46
mkt_479,Google - US,paris flight,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Live,$10.00 ,"10,474",1.25,$2.61 ,731
mkt_480,Google - US,france air flights,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,24,1.04,$1.07 ,6
mkt_481,Google - US,european ticket,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,201,1.65,$1.89 ,2
mkt_482,Google - US,cheap international flights,Broad,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,91,2.1,$3.81 ,4
mkt_483,Overture - US,orlando to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.13 ,107,2.92,$0.63 ,2
mkt_484,Google - US,international fare,Broad,Geo Targeted Boston,International Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,4,3,$3.30 ,1
mkt_485,Google - US,barcelona airline,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,11,1.54,$2.00 ,1
mkt_486,Overture - US,airfare booking,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Paused,$0.14 ,215,2.45,$0.71 ,2
mkt_487,Google - US,cheap europe flights,Broad,Geo Targeted Philadelphia,Cheap Europe Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,13,1,$1.72 ,4
mkt_488,Overture - Global,toulon flight,Standard,Unassigned,Unassigned,toulon,Position 1-2 Target,Paused,$0.28 ,341,1.69,$0.51 ,4
mkt_489,Google - US,[rome cheap flights],Exact,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unavailable,$1.25 ,670,1.11,$2.24 ,13
mkt_490,Google - US,paris tickets,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,390,1.34,$3.46 ,24
mkt_491,Google - US,rome airfare,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,15,1.07,$3.48 ,6
mkt_492,Google - US,paris flight deal,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,1,1,$2.76 ,1
mkt_493,Overture - US,airline ticket venice,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unavailable,$0.36 ,60,3.6,$0.51 ,1
mkt_494,Yahoo - US,air france flights paris,Advanced,Air France Branded,Air France Brand,uncategorized,,Live,$6.25 ,571,1.21,$1.37 ,3
mkt_495,Google - US,cheap international airfare,Broad,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,76,1.29,$3.44 ,1
mkt_496,Google - US,italy fare,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00 ,814,4.05,$1.72 ,44
mkt_497,Google - US,spain airlines,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"2,758",2.03,$2.19 ,29
mkt_498,Google - Global,warsaw flights,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unavailable,$11.25 ,226,1.06,$1.73 ,1
mkt_499,Overture - US,cheap flight uk to spain,Advanced,Unassigned,Unassigned,spain,Position 5-10 Bid Strategy,Paused,$0.78 ,349,2.39,$0.68 ,4
mkt_500,Google - US,europe flights,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,"17,381",1.68,$2.97 ,352
mkt_501,Overture - Global,san francisco airfare,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,128,1,$1.38 ,3
mkt_502,Google - US,flight to spain,Broad,Google_Yearlong 2006,Google|Spain,flight,Postiion 1-4 Bid Strategy,Paused,$6.25 ,"1,987",2.16,$2.50 ,156
mkt_503,Google - US,munich flight,Broad,Google_Yearlong 2006,Google|Munich,munich,Position 5-10 Bid Strategy,Paused,$8.75 ,221,1.3,$1.88 ,5
mkt_504,MSN - US,airfrance site,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Live,$0.00 ,91,1.07,$0.11 ,4
mkt_505,MSN - Global,paris france airport,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,130,1.64,$2.53 ,4
mkt_506,Google - US,barcelona airfare,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,20,1.05,$3.62 ,2
mkt_507,Google - US,greece travel,Broad,Google_Yearlong 2006,Google|Greece,greece,Position 5-10 Bid Strategy,Paused,$6.25 ,"4,244",2.46,$3.75 ,44
mkt_508,Google - US,athens airlines,Broad,Geo Targeted Boston,Boston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,7,2.14,$3.23 ,1
mkt_509,Google - US,paris cheap ticket,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,26,1.96,$2.26 ,3
mkt_510,Overture - US,airline deal,Advanced,Unassigned,Unassigned,airline,Position 5-10 Bid Strategy,Paused,$1.33 ,"11,510",1.6,$1.36 ,114
mkt_511,MSN - Global,air france to paris,Broad,Air France Brand & French Destinations,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,204,1.44,$1.88 ,9
mkt_512,Yahoo - US,cheap international flight deal,Advanced,Geo Targeted Chicago,Cheap International Chicago,uncategorized,,Paused,$6.25 ,1,1,$5.29 ,1
mkt_513,MSN - US,france airports,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00 ,275,1.2,$2.94 ,4
mkt_514,Google - US,barcelona cheap flights,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"3,181",4.57,$1.45 ,93
mkt_515,Google - Global,flights to marseille,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$1.25 ,"1,040",1.5,$1.26 ,31
mkt_516,Google - Global,marseilles flights,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$11.25 ,346,1.07,$1.98 ,4
mkt_517,Google - US,marseille flight,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00 ,173,1.08,$1.93 ,6
mkt_518,Overture - Global,poitiers airport,Standard,Unassigned,Unassigned,poitiers,Position 1-2 Target,Paused,$0.13 ,136,1.85,$0.13 ,3
mkt_519,Overture - US,venice plane ticket,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unavailable,$0.48 ,25,2.88,$0.69 ,2
mkt_520,Yahoo - US,international air fare,Advanced,Geo Targeted Detroit,International Detroit,uncategorized,,Paused,$6.25 ,210,3.73,$2.21 ,1
mkt_521,Overture - Global,new york paris ticket,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,6,1,$1.26 ,1
mkt_522,Google - US,france airlines,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,331,1.6,$1.99 ,9
mkt_523,Overture - Global,air france frequency plus,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.13 ,28,1.07,$0.58 ,1
mkt_524,Google - US,italy fares,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Postiion 1-4 Bid Strategy,Paused,$6.25 ,283,1.69,$1.79 ,11
mkt_525,Overture - Global,lyon vacation,Advanced,Unassigned,Unassigned,lyon,,Paused,$8.75 ,"1,517",1.11,$0.94 ,2
mkt_526,Google - Global,vienna tickets,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unavailable,$11.25 ,382,1.04,$5.88 ,1
mkt_527,Google - US,overseas airfares,Broad,Google_Yearlong 2006,Google|Overseas,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,41,2.61,$1.83 ,4
mkt_528,Overture - US,cheap flight paris london,Advanced,Unassigned,Unassigned,paris,Position 5-10 Bid Strategy,Unavailable,$0.44 ,627,3.72,$0.35 ,6
mkt_529,Google - US,athens flight,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,31,1.09,$2.09 ,1
mkt_530,Overture - Global,discount airline france,Standard,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.24 ,492,3.92,$0.59 ,2
mkt_531,Google - US,paris airline ticket,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,3,1,$0.89 ,1
mkt_532,Overture - US,airline ticket online,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.74 ,"13,679",2.93,$0.99 ,527
mkt_533,Google - Global,flight to lisbon,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unavailable,$11.25 ,3,1,$2.71 ,1
mkt_534,Overture - Global,flight to tahiti,Standard,Unassigned,Unassigned,tahiti,,Paused,$10.00 ,206,1.34,$0.67 ,4
mkt_535,Google - US,barcelona airfare,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,251,4.12,$0.73 ,10
mkt_536,Overture - US,flight nice paris,Standard,Unassigned,Unassigned,nice,Position 1-4 Bid Strategy,Paused,$0.13 ,59,1.7,$0.13 ,2
mkt_537,Google - Global,air france airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00 ,"1,172",1.37,$1.11 ,153
mkt_538,MSN - US,newark to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00 ,16,1.61,$6.19 ,1
mkt_539,Google - US,europe flight,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Postiion 1-4 Bid Strategy,Paused,$6.25 ,"4,771",1.93,$2.43 ,146
mkt_540,Overture - US,barcelona cheap flight spain,Advanced,Unassigned,Unassigned,barcelona,Position 5-10 Bid Strategy,Paused,$0.78 ,257,1.91,$0.88 ,12
mkt_541,Google - Global,copenhagen cheap ticket,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unavailable,$11.25 ,9,1.11,$6.71 ,1
mkt_542,Overture - Global,nice fare,Standard,Unassigned,Unassigned,nice,,Paused,$8.75 ,"12,420",1.67,$0.18 ,7
mkt_543,Google - US,[istanbul flights],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,279,4.06,$1.55 ,21
mkt_544,Overture - US,international flight search,Standard,Unassigned,Unassigned,internationalflight,Position 5-10 Bid Strategy,Paused,$8.75 ,231,2.28,$0.70 ,3
mkt_545,Google - US,paris fare,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,9,1.99,$4.30 ,1
mkt_546,MSN - US,nice cheap flights,Broad,Air France Brand & French Destinations,Nice,uncategorized,,Live,$0.00 ,113,1.61,$1.89 ,14
mkt_547,Google - US,airfrance site,Broad,Air France Branded,Air France Website,uncategorized,Position 2-5 Bid Strategy,Live,$1.35 ,72,1.03,$0.88 ,4
mkt_548,Yahoo - US,international airline,Advanced,Geo Targeted San Francisco,International San Francisco,uncategorized,,Paused,$6.25 ,"1,371",1.09,$2.18 ,6
mkt_549,Yahoo - US,madrid cheap airline ticket,Advanced,Geo Targeted Chicago,Chicago to Madrid Sale,uncategorized,,Live,$6.25 ,2,1,$0.80 ,1
mkt_550,Google - US,international flight,Broad,Google_Yearlong 2006,Google|International Flights,flight,Position 5-10 Bid Strategy,Paused,$6.25 ,"3,290",1.68,$2.41 ,71
mkt_551,Overture - US,flight prices,Standard,Unassigned,Unassigned,flightgeneral,Position 5-10 Bid Strategy,Paused,$8.75 ,"8,326",1.33,$1.07 ,155
mkt_552,Google - US,flights to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00 ,"1,697",1.53,$3.25 ,205
mkt_553,Google - US,france airfares,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,19,1.58,$3.13 ,5
mkt_554,Overture - Global,chennai ticket,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,10,1.89,$0.55 ,1
mkt_555,Google - US,nice fares,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Live,$10.00 ,126,1.1,$2.54 ,22
mkt_556,Google - US,athens cheap flight,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,4,1,$2.40 ,1
mkt_557,Yahoo - US,nice airport,Standard,French Destinations,Nice,uncategorized,,Live,$6.25 ,286,1.15,$0.53 ,4
mkt_558,Google - US,turkey tickets,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,480,1.99,$1.94 ,20
mkt_559,Overture - US,de gaulle airport,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.13 ,"1,099",4.06,$0.35 ,1
mkt_560,Overture - US,airfare,Standard,Unassigned,Unassigned,airfaregeneral,Position 1-4 Bid Strategy,Unavailable,$7.50 ,"1,419,190",3.24,$1.21 ,"9,391"
mkt_562,Google - US,venice airport,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,"2,679",5.1,$0.71 ,9
mkt_563,Yahoo - US,spain airline,Advanced,Western Europe Destinations,Spain,uncategorized,,Live,$6.25 ,165,2.5,$1.64 ,5
mkt_564,Google - US,cheap international fares,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,2,1,$2.78 ,1
mkt_565,Overture - Global,air fare to france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.59 ,"10,655",2.26,$0.55 ,38
mkt_566,Overture - Global,airfare to tahiti,Standard,Unassigned,Unassigned,tahiti,,Paused,$10.00 ,102,4.16,$2.05 ,6
mkt_567,Google - US,italy airfare,Broad,Western Europe Destinations,Italy,uncategorized,Postiion 1-4 Bid Strategy,Unavailable,$11.25 ,"10,491",2.23,$3.12 ,"1,142"
mkt_568,Google - US,italy flights,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,"1,013",1.58,$2.36 ,27
mkt_569,Yahoo - US,international air ticket,Advanced,Geo Targeted Detroit,International Detroit,uncategorized,,Paused,$6.25 ,5,1,$2.13 ,1
mkt_570,Google - US,malaga flight,Broad,Geo Targeted New York,New York to Malaga Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,9,1.1,$1.73 ,1
mkt_571,Overture - Global,air france online booking,Standard,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.25 ,318,2.98,$0.28 ,8
mkt_572,Overture - US,cheap airline france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Paused,$0.21 ,103,5.03,$0.43 ,2
mkt_573,Google - US,paris air ticket,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,15,1,$2.93 ,2
mkt_574,Google - US,athens airfares,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,3,1,$1.09 ,1
mkt_575,Overture - Global,nice plane ticket,Standard,Unassigned,Unassigned,nice,Position 1-2 Target,Paused,$0.13 ,"15,060",2.55,$0.34 ,7
mkt_576,Google - US,paris xpress,Broad,Paris & France Terms,Paris Xpress,uncategorized,,Live,$7.50 ,20,1,$0.53 ,3
mkt_577,Yahoo - US,france travel,Standard,Paris & France Terms,France,uncategorized,,Live,$6.25 ,"49,960",1.03,$1.23 ,746
mkt_578,Overture - US,air reservation,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.63 ,"1,839",3.12,$1.32 ,5
mkt_579,Yahoo - US,venice cheap flight,Standard,Western Europe Destinations,Venice,uncategorized,,Live,$6.25 ,36,1,$1.05 ,3
mkt_580,Overture - Global,miami trip,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,247,1.21,$1.31 ,1
mkt_581,Overture - US,airfare geneva,Advanced,Unassigned,Unassigned,geneva,Position 5-10 Bid Strategy,Paused,$0.38 ,85,2.39,$0.71 ,4
mkt_582,Google - US,europe plane tickets,Broad,Geo Targeted DC,Europe DC,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,3,1,$3.75 ,1
mkt_583,Google - US,paris airline tickets,Broad,Geo Targeted Philadelphia,Philadelphia to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,7,1,$1.69 ,1
mkt_584,Google - US,cont:google_yearlong 2006::google|cologne,N/A,Google_Yearlong 2006,Google|Cologne,uncategorized,,Unavailable,$7.50 ,"2,384",1.84,$2.88 ,5
mkt_585,Overture - US,cologne flight,Advanced,Unassigned,Unassigned,cologne,Position 5-10 Bid Strategy,Paused,$0.83 ,879,1.88,$0.63 ,32
mkt_586,Overture - Global,cheap flight to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Paused,$0.59 ,398,1.4,$0.60 ,4
mkt_587,Google - Global,lisbon flights,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unavailable,$11.25 ,111,1,$1.63 ,1
mkt_588,Yahoo - US,cheap international air ticket,Advanced,Geo Targeted New York,Cheap International New York,uncategorized,,Paused,$6.25 ,436,4.18,$3.55 ,13
mkt_589,Google - US,venice tickets,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,357,2.85,$1.38 ,5
mkt_590,Overture - Global,orly airport,Standard,Unassigned,Unassigned,franceairports,Position 1-2 Target,Paused,$0.26 ,"4,101",2.14,$0.17 ,22
mkt_591,Yahoo - US,discount europe airfare,Advanced,Geo Targeted San Francisco,Discount Europe San Francisco,uncategorized,,Paused,$6.25 ,1,1,$1.84 ,1
mkt_592,Google - US,flight - exact,Broad,Google_Yearlong 2006,Google|Flights Relaunch,uncategorized,Position 5-10 Bid Strategy,Unavailable,$7.50 ,737,3.46,$1.57 ,20
mkt_593,Overture - Global,athens to trip,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,40,2.97,$0.78 ,1
mkt_594,Google - US,fly to  hamburg,Broad,Google_Yearlong 2006,Google|Hamburg,hamburg,Position 5-10 Bid Strategy,Paused,$6.25 ,20,1.05,$3.43 ,2
mkt_595,Google - Global,france fares,Broad,Air France Global Campaign,France,france,Position 1- 3,Unavailable,$6.25 ,"4,699",2.22,$3.01 ,238
mkt_596,Overture - Global,istanbul vacation,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,541,1.03,$1.75 ,7
mkt_597,Overture - US,cheap plane ticket to europe,Standard,Unassigned,Unassigned,europe2,Position 5-10 Bid Strategy,Paused,$8.75 ,423,2.53,$0.78 ,21
mkt_598,Google - US,florence cheap flights,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,411,2.06,$1.68 ,9
mkt_599,Overture - US,discount airfare spain,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Paused,$0.40 ,241,1.45,$1.09 ,11
mkt_600,Google - US,madrid airline,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,24,1,$2.41 ,1
mkt_601,Google - US,italy travel,Broad,Google_Yearlong 2006,Google|Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"29,617",2.22,$5.21 ,400
mkt_602,Yahoo - US,international airplane ticket,Advanced,Geo Targeted DC,International DC,uncategorized,,Paused,$6.25 ,247,5,$3.68 ,2
mkt_603,Google - US,rome airline,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,17,1.47,$2.85 ,1
mkt_604,Overture - US,airline athens ticket,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Paused,$0.39 ,125,2.66,$0.83 ,5
mkt_605,Overture - Global,air france com,Advanced,Unassigned,Unassigned,airfrancewebsite,Position 1-2 Target,Paused,$7.50 ,"1,749",1.89,$0.29 ,130
mkt_606,Yahoo - US,international flight,Advanced,Geo Targeted Houston,International Houston,uncategorized,,Paused,$6.25 ,254,1.26,$1.34 ,15
mkt_607,Yahoo - US,cheap international air ticket,Advanced,Geo Targeted Miami,Cheap International Miami,uncategorized,,Paused,$6.25 ,37,4.7,$5.10 ,1
mkt_608,Google - US,florence flights,Broad,Geo Targeted New York,New York to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,50,1.95,$2.40 ,6
mkt_609,Google - US,cheap europe airfares,Broad,Geo Targeted Boston,Cheap Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,3,1,$2.20 ,1
mkt_610,Google - US,paris air fare,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,13,1.69,$1.69 ,2
mkt_611,Google - US,paris flight special,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,3,2,$4.53 ,1
mkt_612,Google - US,paris airfare,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00 ,"2,535",1.48,$2.28 ,203
mkt_613,Overture - US,french airline,Standard,Unassigned,Unassigned,french,Position 2-5 Bid Strategy,Paused,$0.16 ,"1,158",3.74,$0.42 ,43
mkt_614,Yahoo - US,low europe airfare,Advanced,Geo Targeted Chicago,Low Europe Chicago,uncategorized,,Live,$6.25 ,4,1,$2.54 ,1
mkt_615,Google - US,italy air fares,Broad,Geo Targeted Boston,Boston to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,1,1,$1.28 ,1
mkt_616,Google - US,paris cheap airfare,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,71,1.21,$2.33 ,7
mkt_617,Overture - US,airfare cheap france paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.50 ,153,1.55,$0.55 ,10
mkt_618,Yahoo - US,international ticket,Advanced,Geo Targeted Detroit,International Detroit,uncategorized,,Paused,$6.25 ,8,2.5,$1.59 ,1
mkt_619,Overture - US,tunis,Standard,Unassigned,Unassigned,regional,Position 1-4 Bid Strategy,Paused,$11.25 ,832,1.41,$0.70 ,36
mkt_620,Overture - Global,bordeaux airport,Standard,Unassigned,Unassigned,bordeaux,,Paused,$8.75 ,"1,020",1.67,$0.29 ,9
mkt_621,MSN - Global,france airfare,Broad,Air France Brand & French Destinations,France,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00 ,341,1.37,$2.38 ,21
mkt_622,Yahoo - US,florence flight,Advanced,Geo Targeted Boston,Boston to Florence Sale,uncategorized,,Paused,$6.25 ,170,1,$1.58 ,3
mkt_624,Google - US,fly to italy,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,901,5.53,$0.94 ,43
mkt_625,Google - US,england cheap flights,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,52,1.98,$2.94 ,10
mkt_626,Overture - US,air flight ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.55 ,"2,574",3.4,$0.87 ,23
